Date,spx
2004.09,1117.66
2004.1,1117.21
2004.11,1168.94
2004.12,1199.21
2005.01,1181.41
2005.02,1199.63
2005.03,1194.9
2005.04,1164.43
2005.05,1178.28
2005.06,1202.25
2005.07,1222.24
2005.08,1224.27
2005.09,1225.92
2005.1,1191.96
2005.11,1237.37
2005.12,1262.07
2006.01,1278.73
2006.02,1276.65
2006.03,1293.74
2006.04,1302.17
2006.05,1290.01
2006.06,1253.17
2006.07,1260.24
2006.08,1287.15
2006.09,1317.74
2006.1,1363.38
2006.11,1388.64
2006.12,1416.42
2007.01,1424.16
2007.02,1444.8
2007.03,1406.95
2007.04,1463.64
2007.05,1511.14
2007.06,1514.19
2007.07,1520.71
2007.08,1454.62
2007.09,1497.12
2007.1,1539.66
2007.11,1463.39
2007.12,1479.22
2008.01,1378.76
2008.02,1354.87
2008.03,1316.94
2008.04,1370.47
2008.05,1403.22
2008.06,1341.25
2008.07,1257.33
2008.08,1281.47
2008.09,1216.95
2008.1,968.8
2008.11,883.04
2008.12,877.56
2009.01,865.58
2009.02,805.23
2009.03,757.13
2009.04,848.15
2009.05,902.41
2009.06,926.12
2009.07,935.82
2009.08,1009.73
2009.09,1044.55
2009.1,1067.66
2009.11,1088.07
2009.12,1110.38
2010.01,1123.58
2010.02,1089.16
2010.03,1152.05
2010.04,1197.32
2010.05,1125.06
2010.06,1083.36
2010.07,1079.8
2010.08,1087.28
2010.09,1122.08
2010.1,1171.58
2010.11,1198.89
2010.12,1241.53
2011.01,1282.62
2011.02,1321.12
2011.03,1304.49
2011.04,1331.51
2011.05,1338.31
2011.06,1287.29
2011.07,1325.19
2011.08,1185.31
2011.09,1173.88
2011.1,1207.22
2011.11,1226.42
2011.12,1243.32
2012.01,1300.58
2012.02,1352.49
2012.03,1389.24
2012.04,1386.43
2012.05,1341.27
2012.06,1323.48
2012.07,1359.78
2012.08,1403.45
2012.09,1443.42
2012.1,1437.82
2012.11,1394.51
2012.12,1422.29
2013.01,1480.4
2013.02,1512.31
2013.03,1550.83
2013.04,1570.7
2013.05,1639.84
2013.06,1618.77
2013.07,1668.68
2013.08,1670.09
2013.09,1687.17
2013.1,1720.03
2013.11,1783.54
2013.12,1807.78
2014.01,1822.36
2014.02,1817.04
2014.03,1863.52
2014.04,1864.26
2014.05,1889.77
2014.06,1947.09
2014.07,1973.1
2014.08,1961.53
2014.09,1993.23
2014.1,1937.27
2014.11,2044.57
2014.12,2054.27
2015.01,2028.18
2015.02,2082.2
2015.03,2079.99
2015.04,2094.86
2015.05,2111.94
2015.06,2099.29
2015.07,2094.14
2015.08,2039.87
2015.09,1944.41
2015.1,2024.81
2015.11,2080.62
2015.12,2054.08
2016.01,1918.6
2016.02,1904.42
2016.03,2021.95
2016.04,2075.54
2016.05,2065.55
2016.06,2083.89
